number,value,datetime_start,datetime_complete,duration,params_dropout_p,params_hidden_weights0,params_hidden_weights1,params_initializers,params_kernel1,params_kernel2,params_learning_rate,params_momentum,params_n_fc_layers,params_optimizer,params_weight_decays,state
107,0.9293435215950012,2024-04-22 09:54:22.741406,2024-04-22 09:54:38.082844,0 days 00:00:15.341438,0.33643136863655076,619.0,477.0,True,4,4,0.0010112560426694583,0.9816055946225086,3,SGD,3.599002354274116e-05,COMPLETE
108,0.9400171637535095,2024-04-22 09:54:38.083133,2024-04-22 09:54:53.230753,0 days 00:00:15.147620,0.3362500791434068,,,True,4,4,0.00043494663007154146,0.9864311314627562,1,SGD,5.953782337046121e-05,COMPLETE
109,1.0705942511558533,2024-04-22 09:54:53.231035,2024-04-22 09:55:08.409433,0 days 00:00:15.178398,0.32204414535567427,,,True,4,4,0.0002888450471149479,0.9871159017246421,1,SGD,3.588650475690956e-05,COMPLETE
110,1.0667465329170227,2024-04-22 09:55:08.409717,2024-04-22 09:55:23.489925,0 days 00:00:15.080208,0.3342046685018437,,,True,4,4,0.000427424139205487,0.984569839635201,1,SGD,4.8239546746789854e-05,COMPLETE
111,1.047535628080368,2024-04-22 09:55:23.490237,2024-04-22 09:55:38.612207,0 days 00:00:15.121970,0.34193993152687285,,,True,4,4,0.00100525254552716,0.9792817597711483,1,SGD,5.3529295481709645e-05,COMPLETE
112,1.0256370306015015,2024-04-22 09:55:38.612497,2024-04-22 09:55:53.799818,0 days 00:00:15.187321,0.31458990597545206,,,True,4,4,0.00046546358941117086,0.9672663516736013,1,SGD,6.413129670159533e-05,COMPLETE
113,1.1192098557949066,2024-04-22 09:55:53.800121,2024-04-22 09:56:08.940578,0 days 00:00:15.140457,0.36248754631906965,,,True,4,4,0.000610537069431442,0.9728144059059084,1,SGD,7.837729554049388e-05,COMPLETE
114,1.098379760980606,2024-04-22 09:56:08.940899,2024-04-22 09:56:24.072015,0 days 00:00:15.131116,0.35037250874872117,,,True,4,4,0.0007400533092302876,0.9947979991458842,1,SGD,3.835044558320419e-05,COMPLETE
115,1.145447850227356,2024-04-22 09:56:24.072297,2024-04-22 09:56:39.575881,0 days 00:00:15.503584,0.2968979503242928,922.0,532.0,True,4,4,0.00035403638424693896,0.9818416983782585,3,SGD,8.485127259357418e-05,COMPLETE
116,1.1317569613456726,2024-04-22 09:56:39.576178,2024-04-22 09:56:55.069379,0 days 00:00:15.493201,0.2826986198254367,881.0,479.0,True,4,4,0.0010994894436168598,0.9621699421744313,3,SGD,5.576415247184302e-05,COMPLETE
117,1.0351030230522156,2024-04-22 09:56:55.069675,2024-04-22 09:57:10.390301,0 days 00:00:15.320626,0.3558845085295877,618.0,332.0,True,4,4,0.0009190783146762292,0.9776351301812535,3,SGD,4.3991996242079276e-05,COMPLETE
118,1.343927025794983,2024-04-22 09:57:10.390617,2024-04-22 09:57:25.870330,0 days 00:00:15.479713,0.3307438517316605,704.0,293.0,True,4,4,0.0013026045645880668,,3,Adam,2.993690182033053e-05,COMPLETE
119,2.066563129425049,2024-04-22 09:57:25.870624,2024-04-22 09:57:41.271549,0 days 00:00:15.400925,0.43048058784060644,642.0,434.0,False,4,4,0.0008128591663063025,0.9880652457011819,3,SGD,4.239180462410452e-05,COMPLETE
120,1.2557657957077026,2024-04-22 09:57:41.271847,2024-04-22 09:57:56.510511,0 days 00:00:15.238664,0.4061978563644295,493.0,463.0,True,4,3,0.003628832239925939,0.9964678117103039,3,SGD,7.264156942340686e-05,COMPLETE
121,1.1882253885269165,2024-04-22 09:57:56.510804,2024-04-22 09:58:11.847248,0 days 00:00:15.336444,0.30631750613396974,457.0,422.0,True,4,4,0.0019944551282319056,0.9519826320608541,3,SGD,0.00013009539629732232,COMPLETE
122,1.055148959159851,2024-04-22 09:58:11.847538,2024-04-22 09:58:27.176275,0 days 00:00:15.328737,0.3135391238056688,520.0,448.0,True,4,4,0.001452527251291584,0.9704751789729802,3,SGD,2.0684162745739476e-05,COMPLETE
123,1.0817570090293884,2024-04-22 09:58:27.176585,2024-04-22 09:58:42.522237,0 days 00:00:15.345652,0.3251141827988445,580.0,467.0,True,4,4,0.0023175303584611995,0.886691568755445,3,SGD,1.2639651069140484e-05,COMPLETE
124,1.1465658843517303,2024-04-22 09:58:42.522543,2024-04-22 09:58:57.851353,0 days 00:00:15.328810,0.33978069170476033,558.0,487.0,True,4,4,0.0019021920236063324,0.9624020953179607,3,SGD,0.00023395725905309562,COMPLETE
125,1.124237835407257,2024-04-22 09:58:57.851637,2024-04-22 09:59:13.131576,0 days 00:00:15.279939,0.37418956364213096,535.0,251.0,True,4,4,0.0011544903880019287,0.9900565520994733,3,SGD,0.009332633920266583,COMPLETE
126,1.0807814598083496,2024-04-22 09:59:13.131891,2024-04-22 09:59:28.580386,0 days 00:00:15.448495,0.2695583188574626,623.0,520.0,True,4,4,0.0005080334263318245,0.9806026720475137,3,SGD,0.00017954783589788876,COMPLETE
127,1.015445351600647,2024-04-22 09:59:28.580681,2024-04-22 09:59:43.981211,0 days 00:00:15.400530,0.2895155072825607,800.0,572.0,True,4,3,0.0014920258132202365,0.9757241203798416,3,SGD,0.00027830545522441373,COMPLETE
128,1.377392053604126,2024-04-22 09:59:43.981497,2024-04-22 09:59:59.162825,0 days 00:00:15.181328,0.2562427741933195,,,True,4,4,0.0002056654644513837,0.8212768016195753,1,SGD,9.099199559627323e-05,COMPLETE
129,1.568675935268402,2024-04-22 09:59:59.163116,2024-04-22 10:00:14.476900,0 days 00:00:15.313784,0.4132241345268522,502.0,470.0,True,4,4,0.00012826856855331425,0.9679274148544994,3,SGD,0.00034677396717937856,COMPLETE
130,1.1383195519447327,2024-04-22 10:00:14.477189,2024-04-22 10:00:29.931292,0 days 00:00:15.454103,0.36252169206878815,764.0,535.0,True,4,4,0.0010180398929630304,0.9320162961593175,3,SGD,0.00019538051088159432,COMPLETE
131,1.111368715763092,2024-04-22 10:00:29.931580,2024-04-22 10:00:45.336265,0 days 00:00:15.404685,0.39174534942094263,736.0,392.0,True,4,4,0.0016455335030918024,0.9563540583243187,3,SGD,0.0001454984454211873,COMPLETE
132,1.0393429696559906,2024-04-22 10:00:45.336553,2024-04-22 10:01:00.714155,0 days 00:00:15.377602,0.3998856711048975,672.0,407.0,True,4,4,0.0026964692084379665,0.946950180616951,3,SGD,0.0002301356602870677,COMPLETE
133,1.0845156908035278,2024-04-22 10:01:00.714453,2024-04-22 10:01:16.106394,0 days 00:00:15.391941,0.38090438145622874,590.0,367.0,True,4,4,0.0018193780412330816,0.9605416154251037,3,SGD,0.0001144744920556668,COMPLETE
134,1.0516078770160675,2024-04-22 10:01:16.106710,2024-04-22 10:01:31.499017,0 days 00:00:15.392307,0.4452046814139001,716.0,207.0,True,4,4,0.0012776828666079267,0.9535423138896465,3,SGD,0.00016939130368481933,COMPLETE
135,1.1189988851547241,2024-04-22 10:01:31.499330,2024-04-22 10:01:46.807442,0 days 00:00:15.308112,0.35475201403201423,472.0,450.0,True,4,4,0.0021989111705267577,0.8972935581102938,3,SGD,0.00026370548976281823,COMPLETE
136,1.0589470267295837,2024-04-22 10:01:46.807735,2024-04-22 10:02:02.192550,0 days 00:00:15.384815,0.3862581296137949,690.0,494.0,True,4,4,0.0015080417059430186,0.9856960221755949,3,SGD,0.00012612913540546475,COMPLETE
137,1.3676490783691406,2024-04-22 10:02:02.192842,2024-04-22 10:02:17.561726,0 days 00:00:15.368884,0.3705064546299287,741.0,,True,4,4,0.0030234935511671297,0.96447248387921,2,SGD,0.0004085166726892296,COMPLETE
138,0.9824279248714447,2024-04-22 10:02:17.562041,2024-04-22 10:02:33.013633,0 days 00:00:15.451592,0.34791124568343595,661.0,222.0,True,4,4,8.451452764341732e-05,,3,Adam,6.132839304361395e-05,COMPLETE
139,2.2988260984420776,2024-04-22 10:02:33.013922,2024-04-22 10:02:48.353615,0 days 00:00:15.339693,0.4139258211108282,558.0,278.0,False,4,4,0.000700825050680678,0.9496870165161501,3,SGD,0.0001495829812712536,COMPLETE
140,1.129829466342926,2024-04-22 10:02:48.353931,2024-04-22 10:03:03.786497,0 days 00:00:15.432566,0.3294152048697936,793.0,558.0,True,4,4,0.0012147370740800286,0.937901166741524,3,SGD,0.00010016140220694047,COMPLETE
141,1.0582398772239685,2024-04-22 10:03:03.786796,2024-04-22 10:03:19.221323,0 days 00:00:15.434527,0.34642362658143594,661.0,220.0,True,4,4,4.4488129455600534e-05,,3,Adam,6.70590584203165e-05,COMPLETE
142,1.2979028820991516,2024-04-22 10:03:19.221619,2024-04-22 10:03:34.794617,0 days 00:00:15.572998,0.31452500886924306,831.0,637.0,True,4,4,0.0016630168054932678,,3,Adam,5.4918973838049804e-05,COMPLETE
143,0.8913781642913818,2024-04-22 10:03:34.794940,2024-04-22 10:03:50.297478,0 days 00:00:15.502538,0.3028824424970308,643.0,385.0,True,4,4,0.00016387520584620427,,3,Adam,6.189877724364958e-05,COMPLETE
144,1.4462469220161438,2024-04-22 10:03:50.297774,2024-04-22 10:04:05.749663,0 days 00:00:15.451889,0.4003002590445731,631.0,394.0,True,4,4,0.0024424130433067515,,3,Adam,0.00020716178419578308,COMPLETE
145,0.8476548492908478,2024-04-22 10:04:05.749958,2024-04-22 10:04:21.191565,0 days 00:00:15.441607,0.30533885989533815,614.0,383.0,True,4,4,9.822462098016472e-05,,3,Adam,0.0003184189306659178,COMPLETE
146,0.8952505588531494,2024-04-22 10:04:21.191869,2024-04-22 10:04:36.603864,0 days 00:00:15.411995,0.3026476017346275,605.0,379.0,True,4,4,0.000162418644774487,,3,Adam,0.00034631452531378,COMPLETE
147,0.7739038169384003,2024-04-22 10:04:36.604148,2024-04-22 10:04:52.020526,0 days 00:00:15.416378,0.3031459148365243,603.0,354.0,True,4,4,0.00010393659079339771,,3,Adam,0.0003390477193344577,COMPLETE
148,1.0087560415267944,2024-04-22 10:04:52.020801,2024-04-22 10:05:07.456179,0 days 00:00:15.435378,0.28347458271551734,610.0,379.0,True,4,4,0.00016975349067312892,,3,Adam,0.000331249786145383,COMPLETE
149,0.7995467185974121,2024-04-22 10:05:07.456469,2024-04-22 10:05:22.858662,0 days 00:00:15.402193,0.3006438442092028,600.0,342.0,True,4,4,9.753441280806042e-05,,3,Adam,0.0004796005297618688,COMPLETE
150,0.9843714535236359,2024-04-22 10:05:22.858943,2024-04-22 10:05:37.987768,0 days 00:00:15.128825,0.29191229090578064,,,True,4,4,8.963321786575719e-05,,1,Adam,0.000436237435197653,COMPLETE
151,1.0574531853199005,2024-04-22 10:05:37.988055,2024-04-22 10:05:53.440857,0 days 00:00:15.452802,0.3015221104517197,598.0,364.0,True,4,4,0.00010733486177095204,,3,Adam,0.0005839783040202911,COMPLETE
152,0.8923745155334473,2024-04-22 10:05:53.441182,2024-04-22 10:06:08.877023,0 days 00:00:15.435841,0.27305974409324557,577.0,347.0,True,4,4,6.549992890713157e-05,,3,Adam,0.0003667937700547673,COMPLETE
153,0.8703573644161224,2024-04-22 10:06:08.877339,2024-04-22 10:06:24.309962,0 days 00:00:15.432623,0.23592411577464328,582.0,354.0,True,4,4,0.00015324960863965928,,3,Adam,0.00037452330974693094,COMPLETE
154,1.0039039552211761,2024-04-22 10:06:24.310243,2024-04-22 10:06:39.702183,0 days 00:00:15.391940,0.24586019389513444,584.0,335.0,True,4,4,6.406884980591114e-05,,3,Adam,0.0003766444921334805,COMPLETE
155,0.9465455710887909,2024-04-22 10:06:39.702479,2024-04-22 10:06:55.145897,0 days 00:00:15.443418,0.2683474131267047,643.0,353.0,True,4,4,6.344059190245868e-05,,3,Adam,0.0003076541075358193,COMPLETE
156,1.0098192393779755,2024-04-22 10:06:55.146211,2024-04-22 10:07:10.575230,0 days 00:00:15.429019,0.24002530318174828,605.0,338.0,True,4,4,0.00015934546676326617,,3,Adam,0.0005234196804891214,COMPLETE
157,0.9317538440227509,2024-04-22 10:07:10.575525,2024-04-22 10:07:26.035006,0 days 00:00:15.459481,0.2752017564304875,629.0,354.0,True,4,4,0.00011306854705532847,,3,Adam,0.00047361111321250185,COMPLETE
158,0.9656795263290405,2024-04-22 10:07:26.035292,2024-04-22 10:07:41.510111,0 days 00:00:15.474819,0.2286261314756904,566.0,345.0,True,4,4,8.20483014663908e-05,,3,Adam,0.00037573141280666274,COMPLETE
159,0.8358073234558105,2024-04-22 10:07:41.510403,2024-04-22 10:07:56.929970,0 days 00:00:15.419567,0.25207666591540046,588.0,325.0,True,4,4,0.00015068410105527057,,3,Adam,0.00031069997329183043,COMPLETE
160,0.9507409632205963,2024-04-22 10:07:56.930261,2024-04-22 10:08:12.352558,0 days 00:00:15.422297,0.20042828215681757,583.0,322.0,True,4,4,0.00013257462205434653,,3,Adam,0.0006920644300914624,COMPLETE
161,0.814942866563797,2024-04-22 10:08:12.352880,2024-04-22 10:08:27.791954,0 days 00:00:15.439074,0.2581437423666629,606.0,308.0,True,4,4,0.00023451182340139377,,3,Adam,0.00033123532946085685,COMPLETE
162,0.8884004354476929,2024-04-22 10:08:27.792269,2024-04-22 10:08:43.246130,0 days 00:00:15.453861,0.252730952501908,609.0,326.0,True,4,4,0.00022747288598304585,,3,Adam,0.00031688373555222157,COMPLETE
163,0.6667880415916443,2024-04-22 10:08:43.246421,2024-04-22 10:08:58.671903,0 days 00:00:15.425482,0.2566449499048506,554.0,310.0,True,4,4,0.00025514033524831755,,3,Adam,0.00031692333461706023,COMPLETE
164,0.9604726433753967,2024-04-22 10:08:58.672240,2024-04-22 10:09:14.084072,0 days 00:00:15.411832,0.20829822242035426,600.0,301.0,True,4,4,0.00023082496374757336,,3,Adam,0.0003157517987287592,COMPLETE
165,0.8450826108455658,2024-04-22 10:09:14.084363,2024-04-22 10:09:29.489860,0 days 00:00:15.405497,0.2562186646104098,574.0,327.0,True,4,4,0.00017033112669007208,,3,Adam,0.00038569198195078855,COMPLETE
166,0.8248183727264404,2024-04-22 10:09:29.490177,2024-04-22 10:09:44.769610,0 days 00:00:15.279433,0.2567316449460428,552.0,308.0,True,4,3,0.00025711046183918344,,3,Adam,0.00042253210161218675,COMPLETE
167,0.8858264684677124,2024-04-22 10:09:44.769932,2024-04-22 10:10:00.040582,0 days 00:00:15.270650,0.25391664058880087,539.0,324.0,True,4,3,0.00025043907404739645,,3,Adam,0.00042542260665724924,COMPLETE
168,0.7238503098487854,2024-04-22 10:10:00.040876,2024-04-22 10:10:15.310809,0 days 00:00:15.269933,0.25050684062957773,542.0,303.0,True,4,3,0.00019887013791454087,,3,Adam,0.00045702071761123144,COMPLETE
169,0.8204946517944336,2024-04-22 10:10:15.311102,2024-04-22 10:10:30.608676,0 days 00:00:15.297574,0.2558079763537759,547.0,309.0,True,4,3,0.0002724248221257754,,3,Adam,0.0004306379997940982,COMPLETE
170,0.9185468554496765,2024-04-22 10:10:30.608968,2024-04-22 10:10:45.916801,0 days 00:00:15.307833,0.2204597583274123,551.0,307.0,True,4,3,0.0002847152359359259,,3,Adam,0.0004471595028076933,COMPLETE
171,0.9670361578464508,2024-04-22 10:10:45.917099,2024-04-22 10:11:01.234150,0 days 00:00:15.317051,0.2559216912920294,532.0,330.0,True,4,3,0.0002392214941063206,,3,Adam,0.0006202404133564836,COMPLETE
172,0.830563098192215,2024-04-22 10:11:01.234434,2024-04-22 10:11:16.530921,0 days 00:00:15.296487,0.2563487013396579,520.0,310.0,True,4,3,0.0001990695611793268,,3,Adam,0.00040494172392662657,COMPLETE
173,0.8567369282245636,2024-04-22 10:11:16.531213,2024-04-22 10:11:31.798546,0 days 00:00:15.267333,0.24498124262036347,504.0,310.0,True,4,3,0.00019182560676173085,,3,Adam,0.0004907007882814503,COMPLETE
174,0.8408467173576355,2024-04-22 10:11:31.798869,2024-04-22 10:11:47.118970,0 days 00:00:15.320101,0.23818687767489818,511.0,301.0,True,4,3,0.0001920084354219372,,3,Adam,0.000510072317822373,COMPLETE
175,0.9454346001148224,2024-04-22 10:11:47.119258,2024-04-22 10:12:02.349727,0 days 00:00:15.230469,0.23025030027537574,511.0,301.0,True,4,3,0.00019304596957629662,,3,Adam,0.00047781798153448597,COMPLETE
176,0.90183424949646,2024-04-22 10:12:02.350022,2024-04-22 10:12:17.655440,0 days 00:00:15.305418,0.24458827997525187,483.0,309.0,True,4,3,0.0001461626096229558,,3,Adam,0.0005436715033683436,COMPLETE
177,1.2482355833053589,2024-04-22 10:12:17.655744,2024-04-22 10:12:32.936930,0 days 00:00:15.281186,0.21327936265211123,520.0,288.0,False,4,3,0.00018147403393816623,,3,Adam,0.0004121959609236212,COMPLETE
178,0.9810270369052887,2024-04-22 10:12:32.937221,2024-04-22 10:12:48.250044,0 days 00:00:15.312823,0.26307331625311026,558.0,279.0,True,4,3,0.0003037888557569495,,3,Adam,0.000541323123197675,COMPLETE
179,0.8104147613048553,2024-04-22 10:12:48.250331,2024-04-22 10:13:03.538665,0 days 00:00:15.288334,0.23589332328023954,500.0,306.0,True,4,3,0.00020242864227874353,,3,Adam,0.0007553369029526185,COMPLETE
180,1.0055936574935913,2024-04-22 10:13:03.538955,2024-04-22 10:13:18.832359,0 days 00:00:15.293404,0.2609697235301091,497.0,312.0,True,4,3,0.00020713553007898006,,3,Adam,0.0007478850270344627,COMPLETE
181,0.8924070000648499,2024-04-22 10:13:18.832645,2024-04-22 10:13:34.128078,0 days 00:00:15.295433,0.2358237204832,546.0,301.0,True,4,3,0.0002683252463020202,,3,Adam,0.0006257823551006878,COMPLETE
182,1.1035174131393433,2024-04-22 10:13:34.128368,2024-04-22 10:13:49.363786,0 days 00:00:15.235418,0.23814723784788897,445.0,317.0,True,4,3,0.00034692687910583257,,3,Adam,0.0009324561687618046,COMPLETE
183,0.8271406292915344,2024-04-22 10:13:49.364071,2024-04-22 10:14:04.622283,0 days 00:00:15.258212,0.2243687195330631,520.0,292.0,True,4,3,0.00011850312432317582,,3,Adam,0.0004867604225993023,COMPLETE
184,0.9059178233146667,2024-04-22 10:14:04.622572,2024-04-22 10:14:19.949826,0 days 00:00:15.327254,0.24736203024064693,524.0,296.0,True,4,3,0.00012225874706099513,,3,Adam,0.0004666183487449664,COMPLETE
185,0.9955597221851349,2024-04-22 10:14:19.950106,2024-04-22 10:14:35.271136,0 days 00:00:15.321030,0.2214398155800365,502.0,286.0,True,4,3,9.142370738607935e-05,,3,Adam,0.0002744045716659619,COMPLETE
186,0.8124371469020844,2024-04-22 10:14:35.271428,2024-04-22 10:14:50.589927,0 days 00:00:15.318499,0.24759618671882808,478.0,309.0,True,4,3,0.0001832724114258136,,3,Adam,0.0008060484533176023,COMPLETE
187,1.0134918987751007,2024-04-22 10:14:50.590239,2024-04-22 10:15:05.875070,0 days 00:00:15.284831,0.26242172308368744,470.0,303.0,True,4,3,0.00010156435147705413,,3,Adam,0.0008384751440546749,COMPLETE
188,0.5943191647529602,2024-04-22 10:15:05.875385,2024-04-22 10:15:21.252325,0 days 00:00:15.376940,0.2267243034865115,563.0,270.0,True,4,3,0.00014074216587548006,,3,Adam,0.0007205424886037257,COMPLETE
189,0.84251269698143,2024-04-22 10:15:21.252613,2024-04-22 10:15:36.586076,0 days 00:00:15.333463,0.17502705167910934,561.0,269.0,True,4,3,7.415257933565168e-05,,3,Adam,0.0010201987169847742,COMPLETE
190,1.0060786604881287,2024-04-22 10:15:36.586418,2024-04-22 10:15:51.973784,0 days 00:00:15.387366,0.11840222317444737,565.0,261.0,True,4,3,0.00013567262485418325,,3,Adam,0.0010454486428895157,COMPLETE
191,0.812271237373352,2024-04-22 10:15:51.974102,2024-04-22 10:16:07.327821,0 days 00:00:15.353719,0.14872540241250976,547.0,273.0,True,4,3,0.0002055878394065757,,3,Adam,0.0013938083110452417,COMPLETE
192,0.7129819989204407,2024-04-22 10:16:07.328117,2024-04-22 10:16:22.623064,0 days 00:00:15.294947,0.14639749681774336,542.0,277.0,True,4,3,0.00021020973066613528,,3,Adam,0.0013979192075884094,COMPLETE
193,0.8602897524833679,2024-04-22 10:16:22.623355,2024-04-22 10:16:37.965372,0 days 00:00:15.342017,0.16815711374197434,547.0,275.0,True,4,3,0.00024780972286620845,,3,Adam,0.0014614484363874732,COMPLETE
194,0.8422533869743347,2024-04-22 10:16:37.965669,2024-04-22 10:16:53.310529,0 days 00:00:15.344860,0.1516749927583488,526.0,272.0,True,4,3,0.00020862933503213457,,3,Adam,0.001619054937314589,COMPLETE
195,1.0784439444541931,2024-04-22 10:16:53.310821,2024-04-22 10:17:08.605046,0 days 00:00:15.294225,0.13884145308872073,519.0,272.0,True,4,3,0.00020390111183951067,,3,Adam,0.001986718737811955,COMPLETE
196,0.8349877893924713,2024-04-22 10:17:08.605340,2024-04-22 10:17:23.888977,0 days 00:00:15.283637,0.16294751366685917,488.0,287.0,True,4,3,0.00032675637377104156,,3,Adam,0.002511069432912913,COMPLETE
197,0.9939660131931305,2024-04-22 10:17:23.889250,2024-04-22 10:17:39.179271,0 days 00:00:15.290021,0.1326669897715213,461.0,286.0,True,4,3,0.00020843846880953175,,3,Adam,0.0033180587657142438,COMPLETE
198,1.0955770611763,2024-04-22 10:17:39.179589,2024-04-22 10:17:54.428556,0 days 00:00:15.248967,0.15531261356561374,485.0,295.0,True,4,3,0.00026641395926756427,,3,Adam,0.001741756006132894,COMPLETE
199,0.8370001018047333,2024-04-22 10:17:54.428879,2024-04-22 10:18:09.791730,0 days 00:00:15.362851,0.15851914633905786,529.0,256.0,True,4,3,0.00031533138919888126,,3,Adam,0.0013221349669376532,COMPLETE
200,1.001524567604065,2024-04-22 10:18:09.792022,2024-04-22 10:18:25.050852,0 days 00:00:15.258830,0.11975389851733267,445.0,244.0,True,4,3,0.0003329920619136914,,3,Adam,0.003155457299840447,COMPLETE
201,0.9947575330734253,2024-04-22 10:18:25.051156,2024-04-22 10:18:40.449522,0 days 00:00:15.398366,0.15498079889221617,525.0,255.0,True,4,3,0.00018214636384576954,,3,Adam,0.0023672446406178844,COMPLETE
202,0.992376834154129,2024-04-22 10:18:40.449819,2024-04-22 10:18:55.746369,0 days 00:00:15.296550,0.17185710199621182,484.0,282.0,True,4,3,0.00022270251981496483,,3,Adam,0.0013355669111039825,COMPLETE
203,0.9443012773990631,2024-04-22 10:18:55.746686,2024-04-22 10:19:11.088224,0 days 00:00:15.341538,0.1466064786486241,534.0,263.0,True,4,3,0.00014666247110860627,,3,Adam,0.0011872386930344505,COMPLETE
204,0.9207963645458221,2024-04-22 10:19:11.088521,2024-04-22 10:19:26.409618,0 days 00:00:15.321097,0.1032949526512002,504.0,291.0,True,4,3,0.0003250496362893528,,3,Adam,0.0015576227858002565,COMPLETE
205,0.9383765757083893,2024-04-22 10:19:26.409903,2024-04-22 10:19:41.756467,0 days 00:00:15.346564,0.16295408292815516,543.0,313.0,True,4,3,0.00038856738555253774,,3,Adam,0.0007288197402807294,COMPLETE
206,0.8646839559078217,2024-04-22 10:19:41.756763,2024-04-22 10:19:57.093233,0 days 00:00:15.336470,0.20290574299639932,511.0,246.0,True,4,3,0.00011984265159228728,,3,Adam,0.0051063064161580895,COMPLETE
207,0.7463558614253998,2024-04-22 10:19:57.093549,2024-04-22 10:20:12.365614,0 days 00:00:15.272065,0.18088766489720362,486.0,299.0,True,4,3,0.00025091120561483206,,3,Adam,0.0017262345091703082,COMPLETE
208,0.9943021833896637,2024-04-22 10:20:12.365905,2024-04-22 10:20:27.674501,0 days 00:00:15.308596,0.17712532147447915,472.0,305.0,True,4,3,0.0002749634357407289,,3,Adam,0.0013082684602115945,COMPLETE
209,0.8928500711917877,2024-04-22 10:20:27.674792,2024-04-22 10:20:42.951595,0 days 00:00:15.276803,0.1907323331316256,490.0,295.0,True,4,3,0.00023662242563088405,,3,Adam,0.002685205375577522,COMPLETE
210,0.9708550870418549,2024-04-22 10:20:42.951913,2024-04-22 10:20:58.237395,0 days 00:00:15.285482,0.22901656282104083,510.0,322.0,False,4,3,0.00018058440501133455,,3,Adam,0.0008174164764959244,COMPLETE
211,1.1212104558944702,2024-04-22 10:20:58.237701,2024-04-22 10:21:13.520947,0 days 00:00:15.283246,0.15352574289332804,531.0,268.0,True,4,3,0.00021121398847799873,,3,Adam,0.0017540957788538506,COMPLETE
212,0.8332149982452393,2024-04-22 10:21:13.521244,2024-04-22 10:21:28.891793,0 days 00:00:15.370549,0.16226394735604976,545.0,281.0,True,4,3,0.0001470744097201331,,3,Adam,0.002228115691578468,COMPLETE
213,1.0500669479370117,2024-04-22 10:21:28.892091,2024-04-22 10:21:44.231346,0 days 00:00:15.339255,0.16180858912922952,550.0,230.0,True,4,3,0.0001338505356344089,,3,Adam,0.002653586561327819,COMPLETE
